timestamp,source_file,on_play,card1,card2,card3,card4,card5,card6,card7,Sacred Foundry_1,Sacred Foundry_2,Sacred Foundry_3,Thraben Charm_1,Thraben Charm_2,Ocelot Pride_1,Ocelot Pride_2,Ocelot Pride_3,Dalkovan Encampment_1,"Ragavan, Nimble Pilferer_1","Ragavan, Nimble Pilferer_2",The Legend of Roku_1,Goblin Bombardment_1,Goblin Bombardment_2,Goblin Bombardment_3,Arena of Glory_1,Arena of Glory_2,Arena of Glory_3,"Ajani, Nacatl Pariah_1","Ajani, Nacatl Pariah_2","Ajani, Nacatl Pariah_3",Marsh Flats_1,Marsh Flats_2,Marsh Flats_3,Seasoned Pyromancer_1,Seasoned Pyromancer_2,Plains_1,Plains_2,"Phlage, Titan of Fire's Fury_1","Phlage, Titan of Fire's Fury_2","Phlage, Titan of Fire's Fury_3",Flooded Strand_1,Flooded Strand_2,Flooded Strand_3,Galvanic Discharge_1,Galvanic Discharge_2,Guide of Souls_1,Guide of Souls_2,Guide of Souls_3,Voice of Victory_1,Voice of Victory_2,Arid Mesa_1,Arid Mesa_2,Arid Mesa_3,Elegant Parlor_1,Elegant Parlor_2,Mountain_1,Blood Moon_1,num_lands,num_lands_sq,0_drops,1_drops,2_drops,3_drops,4_drops,5_drops,6_plus_drops,keep
2026-04-12 22:36:23.509884,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",Arena of Glory,"Phlage, Titan of Fire's Fury",Galvanic Discharge,Ocelot Pride,Flooded Strand,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,3,1,1,0,0,0,1
2026-04-12 23:33:45.101606,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,"Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",Sacred Foundry,Flooded Strand,Thraben Charm,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,1,2,2,0,0,0,1
2026-04-12 23:33:51.956908,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,Sacred Foundry,Marsh Flats,Mountain,Seasoned Pyromancer,"Ragavan, Nimble Pilferer",Voice of Victory,"Ajani, Nacatl Pariah",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,9.0,0,1,2,1,0,0,0,1
2026-04-12 23:33:59.420014,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,Guide of Souls,Galvanic Discharge,Ocelot Pride,"Phlage, Titan of Fire's Fury",Flooded Strand,Arena of Glory,Seasoned Pyromancer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,3,0,2,0,0,0,1
2026-04-12 23:34:19.260806,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,Guide of Souls,Galvanic Discharge,Marsh Flats,Guide of Souls,Thraben Charm,"Phlage, Titan of Fire's Fury",Seasoned Pyromancer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,3,1,2,0,0,0,1
2026-04-12 23:34:24.853249,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,Arid Mesa,Galvanic Discharge,Sacred Foundry,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer","Phlage, Titan of Fire's Fury",Goblin Bombardment,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,4.0,0,3,1,1,0,0,0,0
2026-04-12 23:34:31.901048,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,Arid Mesa,The Legend of Roku,Goblin Bombardment,Flooded Strand,Blood Moon,Arena of Glory,Goblin Bombardment,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,9.0,0,0,2,1,1,0,0,0
2026-04-12 23:40:00.085210,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,"Ajani, Nacatl Pariah",Ocelot Pride,Goblin Bombardment,Arid Mesa,Guide of Souls,Elegant Parlor,Galvanic Discharge,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2.0,4.0,0,3,2,0,0,0,0,1
2026-04-12 23:40:13.588734,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,"Ajani, Nacatl Pariah",Voice of Victory,Flooded Strand,Goblin Bombardment,Arena of Glory,Voice of Victory,Galvanic Discharge,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2.0,4.0,0,1,4,0,0,0,0,1
2026-04-12 23:40:19.429145,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,Goblin Bombardment,Marsh Flats,Guide of Souls,"Phlage, Titan of Fire's Fury",Guide of Souls,Marsh Flats,"Ajani, Nacatl Pariah",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,2,2,1,0,0,0,1
2026-04-12 23:40:27.598450,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,"Ragavan, Nimble Pilferer",Elegant Parlor,Seasoned Pyromancer,"Phlage, Titan of Fire's Fury",Blood Moon,Sacred Foundry,Arid Mesa,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3.0,9.0,0,1,0,3,0,0,0,0
2026-04-12 23:40:42.556623,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,Sacred Foundry,"Phlage, Titan of Fire's Fury",Marsh Flats,"Phlage, Titan of Fire's Fury",Blood Moon,Arid Mesa,Ocelot Pride,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,9.0,0,1,0,3,0,0,0,0
2026-04-12 23:40:48.628870,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,Voice of Victory,Galvanic Discharge,Sacred Foundry,Plains,Arid Mesa,Goblin Bombardment,Elegant Parlor,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,4.0,16.0,0,1,2,0,0,0,0,1
2026-04-12 23:40:56.372756,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,"Ragavan, Nimble Pilferer",Sacred Foundry,"Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",Thraben Charm,"Phlage, Titan of Fire's Fury",Galvanic Discharge,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,2,2,2,0,0,0,0
2026-04-12 23:42:06.276456,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Thraben Charm,"Ajani, Nacatl Pariah","Ajani, Nacatl Pariah",Flooded Strand,"Ajani, Nacatl Pariah",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1,4,1,0,0,0,0
2026-04-12 23:42:10.061026,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,Dalkovan Encampment,Sacred Foundry,Ocelot Pride,Sacred Foundry,"Phlage, Titan of Fire's Fury",Elegant Parlor,Plains,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,25.0,0,1,0,1,0,0,0,0
2026-04-12 23:42:15.013104,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,Elegant Parlor,Sacred Foundry,Ocelot Pride,Thraben Charm,Marsh Flats,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer",1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,9.0,0,3,1,0,0,0,0,1
2026-04-12 23:42:19.069053,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,"Ragavan, Nimble Pilferer",Thraben Charm,Seasoned Pyromancer,Sacred Foundry,"Ajani, Nacatl Pariah",Galvanic Discharge,Flooded Strand,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,2,2,1,0,0,0,1
2026-04-12 23:42:50.276502,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,Thraben Charm,Elegant Parlor,Flooded Strand,"Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",Ocelot Pride,Mountain,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3.0,9.0,0,1,2,1,0,0,0,1
2026-04-12 23:42:53.483793,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,"Ragavan, Nimble Pilferer",Arid Mesa,Guide of Souls,Plains,Guide of Souls,Goblin Bombardment,Arena of Glory,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.0,9.0,0,3,1,0,0,0,0,1
2026-04-13 12:31:23.767984,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,Ocelot Pride,Marsh Flats,Galvanic Discharge,"Ragavan, Nimble Pilferer",Plains,Guide of Souls,Guide of Souls,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,5,0,0,0,0,0,1
2026-04-13 12:31:29.928390,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,"Phlage, Titan of Fire's Fury",Goblin Bombardment,Flooded Strand,Arid Mesa,Voice of Victory,Dalkovan Encampment,Marsh Flats,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.0,16.0,0,0,2,1,0,0,0,0
2026-04-13 12:31:38.533006,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,Seasoned Pyromancer,Arid Mesa,Galvanic Discharge,Elegant Parlor,Sacred Foundry,"Ragavan, Nimble Pilferer",Plains,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0,16.0,0,2,0,1,0,0,0,1
2026-04-13 12:31:44.109433,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,Goblin Bombardment,"Ragavan, Nimble Pilferer",Elegant Parlor,Arid Mesa,"Phlage, Titan of Fire's Fury",Flooded Strand,Guide of Souls,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3.0,9.0,0,2,1,1,0,0,0,1
2026-04-13 12:31:50.428616,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,Guide of Souls,Marsh Flats,"Phlage, Titan of Fire's Fury",Sacred Foundry,Arena of Glory,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,9.0,0,2,1,1,0,0,0,1
2026-04-13 12:31:53.798760,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,Galvanic Discharge,Flooded Strand,"Phlage, Titan of Fire's Fury",Arid Mesa,Arid Mesa,Arena of Glory,Guide of Souls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,4.0,16.0,0,2,0,1,0,0,0,0
2026-04-13 12:32:19.643462,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,Sacred Foundry,Ocelot Pride,Ocelot Pride,"Ragavan, Nimble Pilferer",Voice of Victory,"Phlage, Titan of Fire's Fury",Flooded Strand,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,4.0,0,3,1,1,0,0,0,1
2026-04-13 12:33:05.262499,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,Guide of Souls,Mountain,"Ragavan, Nimble Pilferer",Sacred Foundry,Voice of Victory,Arid Mesa,Galvanic Discharge,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,3.0,9.0,0,3,1,0,0,0,0,1
2026-04-13 12:33:11.603334,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,Marsh Flats,Marsh Flats,Galvanic Discharge,"Ragavan, Nimble Pilferer",Thraben Charm,Sacred Foundry,Ocelot Pride,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9.0,0,3,1,0,0,0,0,1
2026-04-13 12:33:14.089076,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,Sacred Foundry,"Phlage, Titan of Fire's Fury",Thraben Charm,Sacred Foundry,Arid Mesa,Marsh Flats,Mountain,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,25.0,0,0,1,1,0,0,0,0
2026-04-13 12:33:18.265249,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,Sacred Foundry,Thraben Charm,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer",Voice of Victory,Marsh Flats,Seasoned Pyromancer,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,4.0,0,2,2,1,0,0,0,1
